Country,Date,Sex,CumEpi,CumExc,CumPos,Exposure
Israel,2020-11-01,m,1277.3259617525869,2024.7190192170963,2472.5481751173393,2983011.2674752893
Israel,2020-11-08,m,1277.3259617525869,2045.5072226287828,2505.2422716501333,3066355.5114080017
Israel,2020-11-15,m,1277.3259617525869,2019.453689328812,2520.135303725379,3149725.8521873746
Israel,2020-11-22,m,1293.9844480543613,2080.644892224285,2582.022800804271,3233122.289813409
Israel,2020-11-29,m,1293.9844480543613,2100.212131068348,2613.651766522195,3316544.824286104
Israel,2020-12-06,m,1293.9844480543613,2114.330763239707,2637.986015188202,3399993.4556054603
Israel,2020-12-13,m,1293.9844480543613,2162.2184563999667,2694.4982039517986,3483468.1837714775
Israel,2020-12-20,m,1359.2227231106363,2257.1324263196184,2796.764153984039,3566969.0087841554
Israel,2020-12-27,m,1407.3446891370725,2331.365662411501,2884.6892054810805,3650495.9306434947
Israel,2021-01-03,m,1565.5161834854914,2501.24218680486,3054.592450209055,3734048.9493494947
Israel,2021-01-10,m,1763.8216226484803,2704.1114374559243,3264.5074712722226,3817628.0649021557
Israel,2021-01-17,m,1954.5327936774163,2910.3419087650473,3474.904475448927,3901233.2773014777
Israel,2021-01-24,m,2168.8516260026286,3109.3142212907574,3693.9374540419244,3984864.5865474604
Israel,2021-01-31,m,2350.315015461729,3306.413822455203,3894.264282797313,4068521.9926401046
Israel,2021-02-07,m,2530.976345837269,3518.0235401763002,4105.874000518411,4152205.4955794094
Israel,2021-02-14,m,2631.4727167840656,3657.5162194777017,4247.991476612419,4235915.095365375
Israel,2021-02-21,m,2660.632441369245,3725.2476676321553,4321.985637876601,4319650.791998003
Italy,2020-03-01,b,1143.0820307373408,1276.402647957339,1283.1607324900551,1163290.2661807684
Italy,2020-03-08,b,3447.0027374216907,3625.4042766044417,3635.9500640465067,2326547.4970316193
Italy,2020-03-15,b,9367.120294298928,9575.531200918109,9590.258660812742,3489771.6763371546
Italy,2020-03-22,b,19079.457140568546,19303.061138861947,19333.718284539667,4652962.7893544175
Italy,2020-03-29,b,30415.96550324172,30648.887363261503,30696.424851991753,5816120.822812894
Italy,2020-04-05,b,39308.136371097346,39535.416237754296,39596.75676763158,6979245.764914511
Italy,2020-04-12,b,46367.775283926836,46571.49861229042,46661.73804833378,8142337.605333637
Italy,2020-04-19,b,51327.1318958157,51520.39431622379,51638.354162028394,9305396.335217085
Italy,2020-04-26,b,54376.81314184486,54543.76790938485,54696.920469871235,10468421.947184106
Italy,2020-05-03,b,55921.36183455873,56104.71298137307,56295.69027228874,11631414.435326394
Italy,2020-05-10,b,56906.52883479495,57218.8016550058,57441.58192583623,12794373.795208087
Italy,2020-05-17,b,57316.78406507294,57807.15556054033,58064.95589099764,13957300.023865763
